timestamp,height,area_3d,leaf_area_index,leaf_inclination,digital_biomass,leaf_angle,proj_area,light_pen_depth,ndvi_aver,greenness_aver,hue_aver,npci_aver,psri_aver,Genotype
20/06/2021 08:13,365629,2588757,258,148946,9465257,42173,13900762,322601,77334,37454,1168656,5283,873,y12
20/06/2021 08:19,409138,63843754,635,136826,26120934,46957,40579656,275796,69085,37571,10935321,14297,4266,Tequila
20/06/2021 08:19,400271,54781578,545,13401,21927484,48262,35206688,27217,68418,37542,10877965,14483,4888,Tequila
20/06/2021 08:19,521928,35454453,353,13308,18504658,48713,20661281,406985,74104,20624,11912312,2359,594,cgn16951
20/06/2021 08:19,445611,24470902,243,126957,10904499,51967,15136637,370926,72821,1461,11982588,0,384,cgn16951
20/06/2021 08:19,487785,3532675,352,138918,17231872,46041,20444387,401552,73162,24933,11669642,3669,127,gpc020720
20/06/2021 08:19,490214,38468469,383,153811,18857786,40551,22020373,418716,69391,36487,10840939,12832,4808,gpc020720
20/06/2021 08:19,558486,37644625,375,138865,21024008,46063,22561721,437791,68722,35757,11172598,9268,3238,gpc017640
20/06/2021 08:19,340226,40061602,399,121525,13630001,55372,23463725,227536,73184,37937,11165718,11372,2731,gpc017640
20/06/2021 08:19,38445,40902672,407,123865,15725020,53835,24402279,253466,72655,36244,11345755,9103,2274,y24
20/06/2021 08:19,490613,46402773,462,143543,22765812,44158,27989451,369311,70728,34878,11341464,8057,2538,y24
20/06/2021 08:19,493923,3105727,309,144524,15339914,43781,18719604,41658,70239,35239,11085223,10806,3195,yolo wonder
20/06/2021 08:19,512021,40109113,399,139626,20536694,4574,22856463,354051,70578,38458,10904255,15296,3979,yolo wonder
20/06/2021 08:19,336125,48832582,486,12527,16413840,52964,34892652,187899,6568,38255,10473746,20489,6538,sweet banana
20/06/2021 08:19,346464,47714012,475,125846,16531187,52618,32233934,238638,67736,38346,10613757,18621,569,sweet banana
20/06/2021 08:19,430893,60928309,606,148213,26253586,4243,3465807,320505,70079,38846,10932708,15336,384,y19
20/06/2021 08:19,422741,60309023,6,149116,25495124,42113,3528066,334529,69883,38533,108105,16094,4494,y19
20/06/2021 08:19,417927,54417188,541,132271,22742438,49114,30949582,315626,63225,351,105021,17798,6319,y18
20/06/2021 08:19,348433,48662105,484,150787,16955482,41542,25357596,285226,60645,33747,10194644,19814,8061,y18
20/06/2021 08:19,371946,34028551,339,13765,12656772,46591,20381973,313884,72692,37714,11001147,13533,3681,y12
20/06/2021 08:19,371376,15671231,156,142951,5819919,44389,8979777,336039,73182,33274,1138362,6552,1812,y12
21/06/2021 08:06,397658,76942727,766,133946,30596878,48293,47760914,328341,69001,40612,10699436,18828,5379,Tequila
21/06/2021 08:06,403702,59097215,588,142039,23857688,4475,35276758,327813,67547,37007,10872865,13518,4495,Tequila
21/06/2021 08:06,573867,49598793,494,133353,28463090,48579,28501945,508508,71858,19262,11414087,3709,1882,cgn16951
21/06/2021 08:06,544816,31830701,317,127981,17341864,51385,19936133,462594,75819,19394,12326225,-2342,-546,cgn16951
21/06/2021 08:06,553537,53903969,536,135578,29837860,47525,31346158,462121,77356,31068,11723029,4712,723,gpc020720
21/06/2021 08:06,528747,58504148,582,157151,30933876,39517,31913857,41447,7403,40215,11302969,10741,2289,gpc020720
21/06/2021 08:06,55736,5410573,538,140711,30156376,45289,3245877,461468,69643,36647,11257483,9696,335,gpc017640
21/06/2021 08:06,395619,48048711,478,122085,19008996,54994,301364,249541,7462,37399,1150479,7403,1551,gpc017640
21/06/2021 08:06,365115,47115645,469,124112,17202610,53679,28544107,239987,73632,37701,11307764,9836,2315,y24
21/06/2021 08:06,54245,50754473,505,154391,27531774,40367,27333592,430743,72646,37849,11258345,9939,2573,y24
21/06/2021 08:06,4866,34092656,339,135405,16589490,47605,21757088,288064,71806,37536,11211667,1051,2799,yolo wonder
21/06/2021 08:06,472201,16840189,168,145786,79519615,43308,9092622,313395,73218,40311,11183601,12421,2433,yolo wonder
21/06/2021 08:06,462426,53055926,528,150815,24534448,41532,28915961,314149,67894,39915,10611753,19504,5992,y19
21/06/2021 08:06,467337,61878316,616,15028,28918044,41714,33305172,392379,67967,39446,10624265,18808,5637,y19
21/06/2021 08:06,407912,65068961,647,135321,26542432,47644,35916984,302978,63501,35751,10455112,18254,6736,y18
21/06/2021 08:06,402201,53247902,53,12993,21416376,50321,31093988,331941,61804,35456,10305858,20233,7935,y18
21/06/2021 08:06,388168,30108965,3,135435,11687328,47591,16957906,34144,71553,35885,11368931,895,2778,y12
21/06/2021 08:06,319632,1741716,173,14462,55670875,43745,8918071,286925,77909,38557,11654207,6663,823,y12
22/06/2021 21:06,425014,59526816,592,155762,25299732,3994,34414266,310343,7388,52001,10350053,40906,7507,Tequila
22/06/2021 21:06,413422,54815668,545,155922,22662002,39891,3181476,29846,74699,53063,10353349,41897,7474,Tequila
22/06/2021 21:06,570182,34767336,346,136127,19823722,47273,19985676,457582,79334,28496,997811,21866,3324,cgn16951
22/06/2021 21:06,490207,24541312,244,131463,12030318,49522,14677906,410426,79581,20896,9582567,18081,2657,cgn16951
22/06/2021 21:06,498587,34120836,34,151503,17012198,41302,18398129,400993,80207,38484,10185606,28961,3748,gpc020720
22/06/2021 21:06,494705,35632551,355,168226,17627596,36471,18503348,422687,7499,53423,10181798,44563,8172,gpc020720
22/06/2021 21:06,559714,35331168,352,164158,19775344,37528,17932693,450683,74675,52668,10299213,4028,7758,gpc017640
22/06/2021 21:06,354634,36477895,363,13485,12936290,47863,20709344,241386,7821,52668,10630963,36077,5064,gpc017640
22/06/2021 21:06,408964,41003484,408,139771,16768954,45679,22524691,276687,79018,51858,1073121,32976,4486,y24
22/06/2021 21:06,514232,4299457,428,16772,22109182,36599,22379881,392388,76805,50552,10555484,34603,5618,y24
22/06/2021 21:06,509993,27287912,272,164349,13916652,37477,1465445,422341,74795,49541,10410229,36948,6248,yolo wonder
22/06/2021 21:06,529368,39304996,391,152544,20806804,4096,22043082,37705,75957,53507,10322745,43672,7131,yolo wonder
22/06/2021 21:06,355393,48703207,485,130091,17308788,50236,34072125,202026,69761,50509,10074675,44311,9815,sweet banana
22/06/2021 21:06,365752,47249422,47,134274,17281568,48136,30152422,256578,724,51395,10205621,43102,8504,sweet banana
22/06/2021 21:06,462887,62859539,625,162052,29096884,38102,32537492,359983,75152,5264,10276701,43202,766,y19
22/06/2021 21:06,455449,60491242,602,161275,27550688,38319,31618066,355933,76036,52896,10287601,43732,7165,y19
22/06/2021 21:06,44204,52105617,518,1416,23032744,44926,2880641,349601,65218,44077,10001134,3615,9949,y18
22/06/2021 21:06,359963,46624676,464,158063,16783142,39245,23892307,300609,63198,433,9734249,38485,11976,y18
22/06/2021 21:06,417832,33807797,336,13968,14125980,45717,2005092,339067,7683,50831,1025957,41013,6685,y12
22/06/2021 21:06,423193,14946195,149,149707,6325127,41909,826302,380767,79818,4862,10536694,33546,4415,y12
23/06/2021 08:07,413503,78400047,78,134904,32418678,47838,47828594,346611,67926,39371,10609104,18718,5758,Tequila
23/06/2021 08:07,420597,55268328,55,143693,23245676,441,31042908,330446,7046,38567,10994534,13261,3925,Tequila
23/06/2021 08:07,605937,50891621,506,134611,30837092,47976,27371684,53044,7387,1945,12046587,1753,799,cgn16951
23/06/2021 08:07,592343,34017773,338,128203,20150190,51261,2079991,505413,7514,17678,12742471,-3836,-919,cgn16951
23/06/2021 08:07,577481,55773211,555,137011,32207988,46874,31758188,495907,75462,28642,1189928,3008,662,gpc020720
23/06/2021 08:07,544495,59185078,589,154609,32225950,40299,32444516,411808,72554,38523,11324816,9686,2371,gpc020720
23/06/2021 08:07,567994,54569375,543,140108,30995052,45538,32930121,471245,67977,35072,11217245,9412,3639,gpc017640
23/06/2021 08:07,412341,50438535,502,122251,20797886,54883,31086875,258327,73505,35703,11581042,6257,1511,gpc017640
23/06/2021 08:07,37846,47389387,472,125065,17934968,5309,28845883,243483,72457,36003,11322123,882,2495,y24
23/06/2021 08:07,565992,51410246,512,153595,29097810,4062,27954205,454335,70725,3518,11258669,8538,3182,y24
23/06/2021 08:07,513028,33997766,338,13381,17441796,48358,21597309,271631,7001,35548,11177536,9713,3805,yolo wonder
23/06/2021 08:07,501906,167215,166,137567,8392623,46627,9869641,295021,7026,37455,11179128,10572,3567,yolo wonder
23/06/2021 08:07,485278,5606325,558,149006,27206238,42152,3006416,347081,65908,37417,10559863,18353,6929,y19
23/06/2021 08:07,491693,62539281,622,147529,30750096,42673,33711184,412902,66105,37015,10630656,16945,6021,y19
23/06/2021 08:07,426807,66262406,659,135586,28281292,47521,35552223,326396,62437,3392,10422495,17334,6818,y18
23/06/2021 08:07,418057,53786195,535,13277,22485696,48866,30396625,345894,60556,33402,10253704,19198,8183,y18
23/06/2021 08:07,426464,31645301,315,136629,13495593,47045,17138605,379002,70284,33259,11368169,7898,3396,y12
23/06/2021 08:07,349551,17941656,179,144809,6271518,43674,9122405,314539,76134,35554,11775742,4803,851,y12
23/06/2021 08:13,414927,7560625,752,142949,31371102,44389,44372234,334421,6665,38063,10590672,19115,6174,Tequila
23/06/2021 08:13,411055,6204132,617,137856,25502406,465,36121395,327611,69535,40251,10778929,17564,5147,Tequila
23/06/2021 08:13,611345,54883965,546,134902,33553062,47839,26534879,527103,7387,20989,11968519,2356,809,cgn16951
23/06/2021 08:13,57257,38932707,387,128606,22291712,51037,20708811,502598,75315,16543,12323009,-1374,-196,cgn16951
23/06/2021 08:13,540925,41480797,413,135845,22437982,47402,23838582,477131,74472,27276,1169678,451,1115,gpc020720
23/06/2021 08:13,538406,57011113,567,149197,30695126,42085,34029328,454337,70993,36888,11184026,9682,3077,gpc020720
23/06/2021 08:13,518946,4725332,47,150951,24521906,41487,26800418,457994,68606,35455,11089976,9544,3937,gpc017640
23/06/2021 08:13,392512,52352488,521,126738,20548966,52094,31635736,260,71981,34858,1138802,8038,2037,gpc017640
23/06/2021 08:13,398437,4962023,494,127462,19770512,51678,3063998,253592,71965,35434,1137373,8112,2414,y24
23/06/2021 08:13,532943,46541734,463,1452,24804074,43526,26213955,447694,69776,32169,11296185,7876,3605,y24
23/06/2021 08:13,503723,44625055,444,137238,22478684,46773,29023201,329369,72435,36882,11451436,7355,1889,yolo wonder
23/06/2021 08:13,46885,27226473,271,143553,12765138,44154,1591934,301997,70895,38773,11087238,13518,3332,yolo wonder
23/06/2021 08:13,334021,55815191,555,128371,18643460,51167,38650855,177583,68008,39358,10686336,18462,5334,sweet banana
23/06/2021 08:13,332401,60752184,604,126405,20194080,52288,3937368,187676,66301,37323,10511483,18721,6269,sweet banana
23/06/2021 08:13,43567,66031836,657,149838,28768084,41864,39236676,364784,69807,39059,10774942,16784,4727,y19
23/06/2021 08:13,489304,57881121,576,143253,28321482,44271,31193492,420405,67744,3726,10691833,16012,5085,y19
23/06/2021 08:13,43444,61213547,609,133679,26593632,48421,33181379,364626,61495,32463,10474993,1605,6569,y18
23/06/2021 08:13,440549,48630301,484,139689,21424034,45714,25691311,325607,63942,34353,10548564,15813,588,y18
23/06/2021 08:13,459342,3542391,352,137546,16271700,46637,19752801,39523,7444,37372,1137299,9398,2434,y12
23/06/2021 08:13,423121,272754,271,148111,11540794,42466,14655836,380115,77712,38379,11757321,5649,375,y12
23/06/2021 08:19,431817,66051297,657,142471,28522090,44578,39840219,310477,70355,40374,10846446,17024,4603,Tequila
23/06/2021 08:19,424466,55528852,553,138084,23570100,46401,34521367,295128,69171,39583,10842921,16012,4643,Tequila
23/06/2021 08:19,580072,35651859,355,13647,20680646,47117,2045851,462581,75198,21813,11726717,3635,1026,cgn16951
23/06/2021 08:19,49884,25542631,254,128472,12741694,51111,15008893,420901,74194,14878,12057391,5,228,cgn16951
23/06/2021 08:19,507115,38998199,388,138268,19776586,46321,23053539,388378,75661,29263,11585336,6171,1328,gpc020720
23/06/2021 08:19,56912,37800922,376,149366,21513260,42027,22422182,473858,69838,38513,10719926,15254,5026,gpc020720
23/06/2021 08:19,57735,3909891,389,139721,22573750,457,23493467,460612,69969,38207,1099484,1195,416,gpc017640
23/06/2021 08:19,363791,41882406,417,121745,15236438,55223,24950688,238501,73756,39782,11182996,12648,2715,gpc017640
23/06/2021 08:19,415452,42945043,427,12349,17841584,54074,25437998,275375,73485,37898,1135807,987,216,y24
23/06/2021 08:19,528345,46773785,465,144847,24712682,43659,27099295,39937,71846,36313,11404074,8319,1987,y24
23/06/2021 08:19,51831,31168789,31,144913,16155108,43634,18893498,424336,70346,3583,1107669,11367,3266,yolo wonder
23/06/2021 08:19,547364,39147672,39,141784,21428032,44852,22610428,399439,69728,37981,10902833,15018,4119,yolo wonder
23/06/2021 08:19,369493,49383441,491,127423,18246820,517,34345789,218723,64725,37785,10372807,21165,7608,sweet banana
23/06/2021 08:19,374874,49802711,496,128339,18669742,51185,31574008,267025,66476,36875,10555084,18354,5981,sweet banana
23/06/2021 08:19,473139,65659984,653,145248,31066270,43508,36342938,371926,68504,37224,10700062,16562,522,y19
23/06/2021 08:19,467229,6358034,633,144078,29706602,43951,37364363,361682,69678,37238,10841795,14826,4676,y19
23/06/2021 08:19,457544,57048375,568,135956,26102160,47351,29967463,352496,62897,33617,10482877,16813,6369,y18
23/06/2021 08:19,370921,49414371,492,148159,18328810,42449,25430959,308816,59933,32378,10213457,18867,7974,y18
23/06/2021 08:19,428509,36639516,365,132554,15700377,48973,22538402,339876,7059,3507,10894917,13851,4515,y12
23/06/2021 08:19,43285,16526709,164,141985,71535915,44772,9486961,388683,73092,31375,11523691,44,1815,y12
24/06/2021 08:06,422337,82534039,821,136164,34857160,47256,48956676,358783,67833,39798,10564052,19537,5981,Tequila
24/06/2021 08:06,429447,58276551,58,143498,25026684,44175,33742883,355217,70495,38994,10976482,13879,4085,Tequila
24/06/2021 08:06,627231,55990512,557,136099,35118996,47285,29954803,548086,73917,20352,12036322,1743,782,cgn16951
24/06/2021 08:06,613472,35218305,35,128175,21605428,51276,2098742,52289,75369,17714,12784306,-378,-932,cgn16951
24/06/2021 08:06,594722,55329574,551,137163,32905710,46806,31503146,502131,75996,28977,11959799,3125,565,gpc020720
24/06/2021 08:06,54986,59876504,596,155777,32923700,39935,32439951,413579,72789,39115,1131564,10045,2546,gpc020720
24/06/2021 08:06,574023,55347641,551,142778,31770810,44457,31882795,484496,68221,35815,11103052,10705,4175,gpc017640
24/06/2021 08:06,423607,51588469,513,1215,21853258,5539,31622926,26003,73796,36351,11576594,6653,1441,gpc017640
24/06/2021 08:06,389028,47896992,477,125105,18633286,53065,28973064,245468,72959,3684,11346821,9,2321,y24
24/06/2021 08:06,580524,52732066,525,151468,30612240,41314,29049555,46705,71093,36153,11241486,9285,2845,y24
24/06/2021 08:06,52852,34488816,343,131597,18228038,49454,22539512,273639,70205,36263,11216821,9626,295,yolo wonder
24/06/2021 08:06,51046,17163379,171,133318,8761218,48596,1019485,280183,71194,38325,1125282,10666,2571,yolo wonder
24/06/2021 08:06,497233,57536754,573,146491,28609174,43048,30383588,354303,65918,37961,10561707,18372,6282,y19
24/06/2021 08:06,507941,6235218,62,143655,31671246,44114,34192477,431311,66044,37466,1065363,16767,5517,y19
24/06/2021 08:06,442173,67216531,669,133196,29721350,48656,36143508,339204,62712,34384,10482037,16932,6514,y18
24/06/2021 08:06,427766,54081668,538,131913,23134272,49293,3054833,349162,61014,34027,10367507,18348,7535,y18
24/06/2021 08:06,450412,31914518,318,136137,14374685,47268,17420193,396834,70779,34051,11489339,7394,2848,y12
24/06/2021 08:06,369108,18318891,182,143547,6761654,44156,9351782,332412,7644,36352,11791692,4836,519,y12
24/06/2021 08:13,426743,74900938,745,143601,31963472,44135,44094559,349946,66818,3869,10583349,1938,6121,Tequila
24/06/2021 08:13,421056,61616371,613,138567,25943968,46191,36665648,340923,7002,41186,10746188,18261,5336,Tequila
24/06/2021 08:13,635787,54023969,538,135355,34347748,47628,26059451,550347,74049,20713,11853028,2646,984,cgn16951
24/06/2021 08:13,597465,38929781,387,128349,23259200,5118,20604584,525812,76027,17524,1237077,-1592,-321,cgn16951
24/06/2021 08:13,558782,41189809,41,136323,23016144,47184,23221398,496033,74721,27652,11721774,45,982,gpc020720
24/06/2021 08:13,543904,5707293,568,149967,31042190,4182,34211883,454548,7193,37617,11205782,10019,3003,gpc020720
24/06/2021 08:13,524317,45013547,448,154078,23601374,40466,24961705,464311,69131,36094,11119669,989,3854,gpc017640
24/06/2021 08:13,401748,52871105,526,125553,21240876,52794,32131408,266858,72718,36132,1138744,8482,2015,gpc017640
24/06/2021 08:13,408193,50283898,5,126105,20525510,52465,31426115,25173,72799,36875,11400198,8288,196,y24
24/06/2021 08:13,548327,45964707,457,142065,25203708,4474,2652385,458813,70833,34063,11320253,8397,2431,y24
24/06/2021 08:13,514694,45483215,453,135032,23409948,47778,30096596,312899,7218,36903,11467625,6996,1968,yolo wonder
24/06/2021 08:13,480514,2762808,275,139163,13275687,45936,16503238,313815,70077,37777,11113675,12558,3282,yolo wonder
24/06/2021 08:13,340923,56815895,565,127466,19369872,51675,39260023,187507,67736,39005,10681197,18177,5426,sweet banana
24/06/2021 08:13,339243,5972507,594,127296,20261314,51773,38517871,191574,66376,37924,10506462,19179,626,sweet banana
24/06/2021 08:13,448834,66888898,666,146567,30022044,43021,39371172,376323,6969,3924,10787775,16562,4711,y19
24/06/2021 08:13,507004,5830325,58,141198,29559976,45089,31493293,425961,67392,37277,1069551,15988,5178,y19
24/06/2021 08:13,447743,62147359,618,132398,27826062,4905,33781785,376094,62321,33277,10575597,15384,6043,y18
24/06/2021 08:13,453033,49857066,496,139283,22586906,45885,25805738,33419,63973,33914,10613531,14784,5587,y18
24/06/2021 08:13,484565,35946664,358,137576,17418502,46623,20208295,419739,73734,36212,11423335,843,2366,y12
24/06/2021 08:13,445666,2824734,281,14719,12588886,42795,15051068,399061,77136,37388,11755047,5036,277,y12
24/06/2021 08:19,437913,67867422,675,147477,29720000,42692,39311223,324385,70168,40556,10792085,17771,4841,Tequila
24/06/2021 08:19,432763,56714375,564,139132,24543886,45949,34869676,30769,68809,39415,10839323,16179,471,Tequila
24/06/2021 08:19,603472,37408121,372,136952,22574750,46901,20736332,481278,74557,21657,11846179,3387,965,cgn16951
24/06/2021 08:19,519662,26776949,266,128343,13914972,51183,1543953,43937,73692,14524,12271951,-528,-122,cgn16951
24/06/2021 08:19,529412,40857148,407,137623,21630270,46603,24089645,403988,74875,28223,11721519,5195,984,gpc020720
24/06/2021 08:19,569011,39694309,395,152087,22586488,4111,21951732,478775,66891,36002,10561582,14598,5766,gpc020720
24/06/2021 08:19,581833,37940621,378,141769,22075120,44858,22303809,46894,69602,37271,10996701,11449,4324,gpc017640
24/06/2021 08:19,372464,42312309,421,121555,15759806,55352,25438646,240817,7281,38356,11214257,11749,2648,gpc017640
24/06/2021 08:19,426315,44308551,441,123129,18889408,54306,26120168,281761,7267,36556,11397315,8873,208,y24
24/06/2021 08:19,541875,46744934,465,145203,25329922,43525,27012627,414724,71583,35937,11390944,841,2049,y24
24/06/2021 08:19,529375,3125426,311,144074,16545235,43953,19047557,424293,70345,36141,11085597,11506,3383,yolo wonder
24/06/2021 08:19,561889,39494117,393,141237,22191322,45074,23109178,415651,69047,37766,10854188,15466,4305,yolo wonder
24/06/2021 08:19,376341,47696117,475,128423,17949990,51138,32649506,225521,65472,39642,10339442,23029,755,sweet banana
24/06/2021 08:19,38668,49152094,489,128356,19006128,51175,30930201,277455,67251,3856,10568828,19371,585,sweet banana
24/06/2021 08:19,490421,65367836,65,143601,32057784,44135,37015062,390802,68989,38542,10775288,16581,4736,y19
24/06/2021 08:19,481759,6607093,657,144021,31830252,43974,38459551,371819,7031,38684,10864402,15379,3974,y19
24/06/2021 08:19,472809,59212094,589,134123,27996022,48208,30993996,363307,63561,34637,10565237,16398,5879,y18
24/06/2021 08:19,378459,4859332,484,146344,18390590,43102,24876387,314732,60259,33264,10293388,18584,772,y18
24/06/2021 08:19,449882,37353332,372,130423,16804594,50061,23354055,352683,70765,37402,10854129,15718,4722,y12
24/06/2021 08:19,454494,16288826,162,140464,7403172,4539,9478314,401172,73919,33498,11535987,5424,1384,y12
25/06/2021 14:16,427941,81985633,816,146479,35085036,43053,44992254,378274,67071,39587,10464986,20946,6426,Tequila
25/06/2021 14:16,436653,58011754,577,145352,25331010,43469,33416012,372076,70291,39395,10879415,15542,4453,Tequila
25/06/2021 14:16,650899,55394785,551,137004,36056420,46877,29571398,571897,74584,20542,1197823,2139,849,cgn16951
25/06/2021 14:16,632533,36512535,363,131313,23095368,49599,20955012,542217,76089,17746,12963422,-4561,-1173,cgn16951
25/06/2021 14:16,612602,55007348,547,142558,33697620,44543,30363705,512075,76538,29543,11931581,3832,698,gpc020720
25/06/2021 14:16,557576,59491953,592,169878,33171280,3606,29142527,433344,7174,39143,11140391,11882,3008,gpc020720
25/06/2021 14:16,580679,56328582,56,153508,32708816,40648,30449805,502638,68992,36762,11017792,11955,4126,gpc017640
25/06/2021 14:16,435144,52743492,525,125307,22951030,52942,31532463,269104,74566,37908,114518,8589,1715,gpc017640
25/06/2021 14:16,399155,48190957,48,126989,19235662,51948,29039605,247313,73726,38367,11301173,10153,2461,y24
25/06/2021 14:16,59037,49478332,492,16162,29210516,38222,25964633,47645,71398,37062,11142068,10888,3025,y24
25/06/2021 14:16,552444,32530172,324,136189,17971090,47245,21203072,295275,72168,386,1114771,11519,3053,yolo wonder
25/06/2021 14:16,531025,17282393,172,141675,9177389,44896,9397435,261235,72853,40529,11143233,13327,2832,yolo wonder
25/06/2021 14:16,506906,55660133,554,157606,28214482,39381,26740045,383277,66233,39619,10412651,21713,694,y19
25/06/2021 14:16,5144,60026531,597,153106,30877664,40777,30141105,418736,66805,39152,10458199,20835,6395,y19
25/06/2021 14:16,449861,6715175,668,138828,30208984,46079,35332105,348697,63523,35786,10438578,18574,6787,y18
25/06/2021 14:16,432934,53978641,537,136425,23369200,47137,29435486,353459,61892,35184,10312628,19881,7742,y18
25/06/2021 14:16,47491,31515561,314,140336,14967067,45444,1676226,421926,72222,36268,11396368,939,2857,y12
25/06/2021 14:16,46775,17949656,179,149625,8395950,41937,9232929,433544,78428,40282,1159893,9109,924,y12
25/06/2021 14:22,429057,69827289,695,151571,29959862,4128,38929023,364199,67152,40443,10434818,22988,6894,Tequila
25/06/2021 14:22,424878,61806871,615,146576,26260360,43017,34998133,349446,71094,43646,10605556,2232,5963,Tequila
25/06/2021 14:22,657672,50742254,505,13559,33371772,47519,24814826,564943,75819,20671,117634,2723,732,cgn16951
25/06/2021 14:22,62217,37923629,377,12955,23594946,50524,1975424,552335,77903,18544,12108647,-438,-165,cgn16951
25/06/2021 14:22,581316,38221934,38,137786,22219038,46531,20965818,513115,76286,28678,11611066,5296,967,gpc020720
25/06/2021 14:22,550399,50311594,501,158167,27691442,39214,28248275,46033,72228,40024,10989315,13922,3667,gpc020720
25/06/2021 14:22,523248,41722215,415,173592,21831062,35172,21726516,447427,70946,38478,10953571,13188,4062,gpc017640
25/06/2021 14:22,410807,54030918,538,129819,22196260,5038,31993787,275959,73879,382,11325493,9888,2187,gpc017640
25/06/2021 14:22,41749,4968593,494,130124,20743366,50218,30676475,246941,73954,38831,11345048,9697,2197,y24
25/06/2021 14:22,558331,43284766,431,150648,24167224,41589,23706453,473159,71919,361,11247648,10383,2503,y24
25/06/2021 14:22,519372,42980766,428,148274,22322988,42408,26108518,300199,72429,38221,11325251,9746,225,yolo wonder
25/06/2021 14:22,483828,27560742,274,147078,13334649,42835,16118201,338927,69998,39696,10964146,15363,4012,yolo wonder
25/06/2021 14:22,342408,58485766,582,13094,20025984,49791,39899043,201738,68609,40476,10632051,19939,5643,sweet banana
25/06/2021 14:22,340937,59245352,59,130499,20198912,50021,37283742,207757,67075,39328,10463259,20947,6427,sweet banana
25/06/2021 14:22,453831,63123191,628,158615,28647234,39082,34127074,378175,70516,40996,10700842,19388,5127,y19
25/06/2021 14:22,519722,56625309,563,149319,29429436,42043,289136,428732,68131,38993,10607472,18393,557,y19
25/06/2021 14:22,454883,60706566,604,136731,27614382,46999,32777906,384619,6274,33845,10521127,16449,6218,y18
25/06/2021 14:22,461242,48725648,485,147093,22474306,4283,24399324,343973,64341,34634,10577084,1566,5659,y18
25/06/2021 14:22,511441,33936645,338,144677,17356596,43724,18565197,449349,74519,37957,11379454,9878,2515,y12
25/06/2021 14:22,46809,27524232,274,155371,12883824,40061,14244062,423251,77998,38654,11705735,6434,523,y12
25/06/2021 14:28,444648,67201727,669,155781,29881118,39934,37157844,337981,7036,41245,10690842,19602,5276,Tequila
25/06/2021 14:28,441316,57368539,571,144486,25317678,43796,34379777,324698,69241,40527,10694601,18677,5188,Tequila
25/06/2021 14:28,630395,36710,365,141031,23141784,45157,19970086,510307,75031,22286,11755871,3878,1054,cgn16951
25/06/2021 14:28,543181,26775406,266,130707,14543899,49912,15236398,460237,75092,15301,12355131,-99,-405,cgn16951
25/06/2021 14:28,552845,41588066,414,143371,22991738,44225,23559354,418648,75335,28891,11667352,5994,1058,gpc020720
25/06/2021 14:28,563779,38107141,379,162893,21484022,37871,19504324,487158,67402,37233,10434698,17288,6257,gpc020720
25/06/2021 14:28,5816,38836566,386,151626,22587342,41262,21282975,473456,70412,38658,10882635,13792,4376,gpc017640
25/06/2021 14:28,378775,42272438,421,129056,16011759,50791,24279246,250496,73628,39959,11183088,12765,2854,gpc017640
25/06/2021 14:28,438562,45291191,451,127852,19863008,51457,25960404,287995,73604,37679,11430194,8934,1959,y24
25/06/2021 14:28,549581,45568488,453,157101,25043594,39532,24860771,421815,71572,36346,11267797,9999,2386,y24
25/06/2021 14:28,540465,30222291,301,153171,16334086,40757,17587416,429644,7031,36799,10977336,1291,3661,yolo wonder
25/06/2021 14:28,574201,38319277,381,146541,22002956,4303,2221034,432942,69255,38143,10849165,16059,4211,yolo wonder
25/06/2021 14:28,380487,47627297,474,130493,18121588,50024,32238514,244717,65865,40121,1030375,24245,7613,sweet banana
25/06/2021 14:28,391235,49100789,489,130654,19209946,4994,30461359,29152,67452,39361,10495708,20792,626,sweet banana
25/06/2021 14:28,496458,62691262,624,155126,31123586,40137,32756701,408943,68906,38816,10691651,17911,5103,y19
25/06/2021 14:28,496182,64429781,641,150779,31968874,41545,3601032,39778,69807,38616,10748758,16885,4526,y19
25/06/2021 14:28,488779,5817973,579,138847,28437054,46071,30343068,376178,63676,34769,10539086,1686,596,y18
25/06/2021 14:28,385935,49347684,491,149995,19045008,4181,24919861,320596,6049,33356,10254539,19088,7799,y18
25/06/2021 14:28,474792,37497199,373,135014,17803360,47787,22229098,37676,70695,37933,10813742,1641,5118,y12
25/06/2021 14:28,480609,16265646,162,151467,78174085,41314,8858784,428866,74283,34769,1157244,5703,1422,y12
27/06/2021 08:07,439205,82418562,82,141079,36198680,45138,47465645,379778,6642,39373,10427621,21043,67,Tequila
27/06/2021 08:07,446078,62890551,626,139571,28054092,45763,3895923,379717,69892,39584,108744,15627,452,Tequila
27/06/2021 08:07,688973,5889523,586,131615,40577232,49445,31739121,597525,73994,20176,12119357,1907,853,cgn16951
27/06/2021 08:07,672096,3778216,376,129815,25393246,50382,21404215,579277,75601,17065,12909132,-3805,-887,cgn16951
27/06/2021 08:07,646715,56631125,563,137858,36624188,46499,32514902,535071,75283,27725,11982774,3066,757,gpc020720
27/06/2021 08:07,56927,58347227,581,15659,33215326,39687,31369434,410479,71543,38711,11192148,11149,2698,gpc020720
27/06/2021 08:07,589378,52507449,522,146086,30946750,43197,2980223,493384,68514,36102,10974244,12647,4455,gpc017640
27/06/2021 08:07,447962,54320531,541,12207,24333542,55004,33007465,270505,73598,36958,11486581,7855,1753,gpc017640
27/06/2021 08:07,412263,49871684,496,122893,20560240,5446,30808178,247098,72779,3739,11296285,987,2529,y24
